Date,Product_ID,Product_Name,Category,Region,Sales_Qty,Stock_Level,Lead_Time,Unit_Price,Revenue,Season
14-11-2022,P004,Cotton Shirt,Clothing,South,41,90,5,800,32800,Festive
14-11-2022,P005,Denim Jeans,Clothing,South,39,103,5,1200,46800,Festive
14-11-2022,P006,Winter Jacket,Clothing,East,18,50,5,2500,45000,Festive
14-11-2022,P007,Lipstick,Cosmetics,East,29,68,13,500,14500,Festive
14-11-2022,P008,Face Cream,Cosmetics,West,17,76,8,700,11900,Festive
14-11-2022,P009,Perfume,Cosmetics,East,36,98,8,1500,54000,Festive
15-11-2022,P001,Basmati Rice,Grocery,East,45,112,3,60,2700,Festive
15-11-2022,P002,Wheat Flour,Grocery,South,31,89,2,40,1240,Festive
15-11-2022,P003,Cooking Oil,Grocery,South,36,78,3,150,5400,Festive
15-11-2022,P004,Cotton Shirt,Clothing,South,28,104,5,800,22400,Festive
15-11-2022,P005,Denim Jeans,Clothing,South,39,138,7,1200,46800,Festive
15-11-2022,P006,Winter Jacket,Clothing,East,36,99,9,2500,90000,Festive
15-11-2022,P007,Lipstick,Cosmetics,North,33,131,8,500,16500,Festive
15-11-2022,P008,Face Cream,Cosmetics,West,22,101,9,700,15400,Festive
15-11-2022,P009,Perfume,Cosmetics,West,23,91,12,1500,34500,Festive
16-11-2022,P001,Basmati Rice,Grocery,East,55,107,2,60,3300,Festive
16-11-2022,P002,Wheat Flour,Grocery,South,25,89,2,40,1000,Festive
16-11-2022,P003,Cooking Oil,Grocery,East,55,142,3,150,8250,Festive
16-11-2022,P004,Cotton Shirt,Clothing,South,49,143,8,800,39200,Festive
16-11-2022,P005,Denim Jeans,Clothing,South,42,74,6,1200,50400,Festive
16-11-2022,P006,Winter Jacket,Clothing,East,27,105,5,2500,67500,Festive
16-11-2022,P007,Lipstick,Cosmetics,West,28,69,10,500,14000,Festive
16-11-2022,P008,Face Cream,Cosmetics,North,41,85,12,700,28700,Festive
16-11-2022,P009,Perfume,Cosmetics,East,29,113,7,1500,43500,Festive
17-11-2022,P001,Basmati Rice,Grocery,South,22,79,4,60,1320,Festive
17-11-2022,P002,Wheat Flour,Grocery,West,27,121,2,40,1080,Festive
17-11-2022,P003,Cooking Oil,Grocery,North,21,67,4,150,3150,Festive
17-11-2022,P004,Cotton Shirt,Clothing,East,21,68,5,800,16800,Festive
17-11-2022,P005,Denim Jeans,Clothing,South,39,91,8,1200,46800,Festive
17-11-2022,P006,Winter Jacket,Clothing,East,36,93,6,2500,90000,Festive
17-11-2022,P007,Lipstick,Cosmetics,West,30,102,7,500,15000,Festive
17-11-2022,P008,Face Cream,Cosmetics,East,25,123,8,700,17500,Festive
17-11-2022,P009,Perfume,Cosmetics,East,35,72,7,1500,52500,Festive
18-11-2022,P001,Basmati Rice,Grocery,East,57,97,4,60,3420,Festive
18-11-2022,P002,Wheat Flour,Grocery,South,44,118,2,40,1760,Festive
18-11-2022,P003,Cooking Oil,Grocery,North,40,105,4,150,6000,Festive
18-11-2022,P004,Cotton Shirt,Clothing,East,36,76,7,800,28800,Festive
18-11-2022,P005,Denim Jeans,Clothing,South,25,62,6,1200,30000,Festive
18-11-2022,P006,Winter Jacket,Clothing,East,18,64,8,2500,45000,Festive
18-11-2022,P007,Lipstick,Cosmetics,East,32,63,9,500,16000,Festive
18-11-2022,P008,Face Cream,Cosmetics,North,25,119,11,700,17500,Festive
18-11-2022,P009,Perfume,Cosmetics,North,34,75,8,1500,51000,Festive
19-11-2022,P001,Basmati Rice,Grocery,West,54,138,4,60,3240,Festive
19-11-2022,P002,Wheat Flour,Grocery,West,34,118,3,40,1360,Festive
19-11-2022,P003,Cooking Oil,Grocery,West,47,127,2,150,7050,Festive
19-11-2022,P004,Cotton Shirt,Clothing,West,35,78,7,800,28000,Festive
19-11-2022,P005,Denim Jeans,Clothing,West,35,117,6,1200,42000,Festive
19-11-2022,P006,Winter Jacket,Clothing,East,41,105,9,2500,102500,Festive
19-11-2022,P007,Lipstick,Cosmetics,West,29,81,8,500,14500,Festive
19-11-2022,P008,Face Cream,Cosmetics,South,43,103,8,700,30100,Festive
19-11-2022,P009,Perfume,Cosmetics,North,36,68,13,1500,54000,Festive
20-11-2022,P001,Basmati Rice,Grocery,West,58,103,3,60,3480,Festive
20-11-2022,P002,Wheat Flour,Grocery,West,55,154,3,40,2200,Festive
20-11-2022,P003,Cooking Oil,Grocery,North,55,131,3,150,8250,Festive
20-11-2022,P004,Cotton Shirt,Clothing,West,42,98,7,800,33600,Festive
20-11-2022,P005,Denim Jeans,Clothing,South,35,132,9,1200,42000,Festive
20-11-2022,P006,Winter Jacket,Clothing,North,36,117,6,2500,90000,Festive
20-11-2022,P007,Lipstick,Cosmetics,North,26,116,10,500,13000,Festive
20-11-2022,P008,Face Cream,Cosmetics,West,36,119,9,700,25200,Festive
20-11-2022,P009,Perfume,Cosmetics,West,23,57,10,1500,34500,Festive
21-11-2022,P001,Basmati Rice,Grocery,North,20,91,2,60,1200,Festive
21-11-2022,P002,Wheat Flour,Grocery,West,39,96,2,40,1560,Festive
21-11-2022,P003,Cooking Oil,Grocery,East,56,102,3,150,8400,Festive
21-11-2022,P004,Cotton Shirt,Clothing,East,50,121,6,800,40000,Festive
21-11-2022,P005,Denim Jeans,Clothing,North,31,120,7,1200,37200,Festive
21-11-2022,P006,Winter Jacket,Clothing,West,35,106,7,2500,87500,Festive
21-11-2022,P007,Lipstick,Cosmetics,West,25,117,9,500,12500,Festive
21-11-2022,P008,Face Cream,Cosmetics,West,16,97,9,700,11200,Festive
21-11-2022,P009,Perfume,Cosmetics,West,26,75,12,1500,39000,Festive
22-11-2022,P001,Basmati Rice,Grocery,South,58,109,2,60,3480,Festive
22-11-2022,P002,Wheat Flour,Grocery,North,56,123,3,40,2240,Festive
22-11-2022,P003,Cooking Oil,Grocery,North,22,81,3,150,3300,Festive
22-11-2022,P004,Cotton Shirt,Clothing,West,22,105,8,800,17600,Festive
22-11-2022,P005,Denim Jeans,Clothing,South,35,74,6,1200,42000,Festive
22-11-2022,P006,Winter Jacket,Clothing,South,29,93,9,2500,72500,Festive
22-11-2022,P007,Lipstick,Cosmetics,East,23,107,11,500,11500,Festive
22-11-2022,P008,Face Cream,Cosmetics,South,32,63,12,700,22400,Festive
22-11-2022,P009,Perfume,Cosmetics,West,20,57,7,1500,30000,Festive
23-11-2022,P001,Basmati Rice,Grocery,East,43,108,4,60,2580,Festive
23-11-2022,P002,Wheat Flour,Grocery,East,48,129,3,40,1920,Festive
23-11-2022,P003,Cooking Oil,Grocery,South,32,96,3,150,4800,Festive
23-11-2022,P004,Cotton Shirt,Clothing,North,15,57,5,800,12000,Festive
23-11-2022,P005,Denim Jeans,Clothing,East,35,114,8,1200,42000,Festive
23-11-2022,P006,Winter Jacket,Clothing,South,37,104,6,2500,92500,Festive
23-11-2022,P007,Lipstick,Cosmetics,North,29,121,11,500,14500,Festive
23-11-2022,P008,Face Cream,Cosmetics,East,39,83,9,700,27300,Festive
23-11-2022,P009,Perfume,Cosmetics,North,40,82,12,1500,60000,Festive
24-11-2022,P001,Basmati Rice,Grocery,South,26,121,3,60,1560,Festive
24-11-2022,P002,Wheat Flour,Grocery,North,22,89,3,40,880,Festive
24-11-2022,P003,Cooking Oil,Grocery,North,22,114,2,150,3300,Festive
24-11-2022,P004,Cotton Shirt,Clothing,West,39,71,5,800,31200,Festive
24-11-2022,P005,Denim Jeans,Clothing,West,32,113,5,1200,38400,Festive
24-11-2022,P006,Winter Jacket,Clothing,South,42,78,5,2500,105000,Festive
24-11-2022,P007,Lipstick,Cosmetics,North,38,121,10,500,19000,Festive
24-11-2022,P008,Face Cream,Cosmetics,East,27,58,8,700,18900,Festive
24-11-2022,P009,Perfume,Cosmetics,South,20,101,10,1500,30000,Festive
25-11-2022,P001,Basmati Rice,Grocery,East,51,142,2,60,3060,Festive
25-11-2022,P002,Wheat Flour,Grocery,North,36,109,3,40,1440,Festive
25-11-2022,P003,Cooking Oil,Grocery,East,54,121,2,150,8100,Festive
25-11-2022,P004,Cotton Shirt,Clothing,South,21,112,5,800,16800,Festive
25-11-2022,P005,Denim Jeans,Clothing,West,35,74,7,1200,42000,Festive
25-11-2022,P006,Winter Jacket,Clothing,East,29,113,5,2500,72500,Festive
25-11-2022,P007,Lipstick,Cosmetics,West,29,81,13,500,14500,Festive
25-11-2022,P008,Face Cream,Cosmetics,South,31,106,9,700,21700,Festive
25-11-2022,P009,Perfume,Cosmetics,South,25,123,10,1500,37500,Festive
26-11-2022,P001,Basmati Rice,Grocery,West,28,67,3,60,1680,Festive
26-11-2022,P002,Wheat Flour,Grocery,North,54,141,2,40,2160,Festive
26-11-2022,P003,Cooking Oil,Grocery,North,25,75,3,150,3750,Festive
26-11-2022,P004,Cotton Shirt,Clothing,East,19,82,6,800,15200,Festive
26-11-2022,P005,Denim Jeans,Clothing,West,18,61,6,1200,21600,Festive
26-11-2022,P006,Winter Jacket,Clothing,North,47,92,5,2500,117500,Festive
26-11-2022,P007,Lipstick,Cosmetics,South,34,65,9,500,17000,Festive
26-11-2022,P008,Face Cream,Cosmetics,West,17,106,12,700,11900,Festive
26-11-2022,P009,Perfume,Cosmetics,North,22,71,7,1500,33000,Festive
27-11-2022,P001,Basmati Rice,Grocery,South,42,103,4,60,2520,Festive
27-11-2022,P002,Wheat Flour,Grocery,North,22,99,2,40,880,Festive
27-11-2022,P003,Cooking Oil,Grocery,East,46,94,2,150,6900,Festive
27-11-2022,P004,Cotton Shirt,Clothing,West,49,90,5,800,39200,Festive
27-11-2022,P005,Denim Jeans,Clothing,East,36,70,7,1200,43200,Festive
27-11-2022,P006,Winter Jacket,Clothing,East,38,87,7,2500,95000,Festive
27-11-2022,P007,Lipstick,Cosmetics,East,37,78,10,500,18500,Festive
27-11-2022,P008,Face Cream,Cosmetics,East,32,101,7,700,22400,Festive
27-11-2022,P009,Perfume,Cosmetics,North,40,117,11,1500,60000,Festive
28-11-2022,P001,Basmati Rice,Grocery,South,38,128,3,60,2280,Festive
28-11-2022,P002,Wheat Flour,Grocery,North,54,86,3,40,2160,Festive
28-11-2022,P003,Cooking Oil,Grocery,West,48,142,4,150,7200,Festive
28-11-2022,P004,Cotton Shirt,Clothing,South,24,57,5,800,19200,Festive
28-11-2022,P005,Denim Jeans,Clothing,North,37,82,8,1200,44400,Festive
28-11-2022,P006,Winter Jacket,Clothing,West,29,81,7,2500,72500,Festive
28-11-2022,P007,Lipstick,Cosmetics,North,35,121,13,500,17500,Festive
28-11-2022,P008,Face Cream,Cosmetics,West,22,97,11,700,15400,Festive
28-11-2022,P009,Perfume,Cosmetics,West,18,60,7,1500,27000,Festive
29-11-2022,P001,Basmati Rice,Grocery,South,33,96,4,60,1980,Festive
29-11-2022,P002,Wheat Flour,Grocery,East,36,115,2,40,1440,Festive
29-11-2022,P003,Cooking Oil,Grocery,East,36,90,4,150,5400,Festive
29-11-2022,P004,Cotton Shirt,Clothing,North,38,127,7,800,30400,Festive
29-11-2022,P005,Denim Jeans,Clothing,South,38,116,7,1200,45600,Festive
29-11-2022,P006,Winter Jacket,Clothing,North,35,130,9,2500,87500,Festive
29-11-2022,P007,Lipstick,Cosmetics,North,38,87,8,500,19000,Festive
29-11-2022,P008,Face Cream,Cosmetics,North,35,112,7,700,24500,Festive
29-11-2022,P009,Perfume,Cosmetics,East,34,87,7,1500,51000,Festive
30-11-2022,P001,Basmati Rice,Grocery,West,54,101,3,60,3240,Festive
30-11-2022,P002,Wheat Flour,Grocery,South,43,88,2,40,1720,Festive
30-11-2022,P003,Cooking Oil,Grocery,South,26,82,2,150,3900,Festive
30-11-2022,P004,Cotton Shirt,Clothing,North,29,91,8,800,23200,Festive
30-11-2022,P005,Denim Jeans,Clothing,South,22,76,9,1200,26400,Festive
30-11-2022,P006,Winter Jacket,Clothing,South,26,66,7,2500,65000,Festive
30-11-2022,P007,Lipstick,Cosmetics,North,25,121,8,500,12500,Festive
30-11-2022,P008,Face Cream,Cosmetics,West,27,62,7,700,18900,Festive
30-11-2022,P009,Perfume,Cosmetics,West,26,71,12,1500,39000,Festive
01-12-2022,P001,Basmati Rice,Grocery,North,51,133,4,60,3060,Winter
01-12-2022,P002,Wheat Flour,Grocery,West,21,96,3,40,840,Winter
01-12-2022,P003,Cooking Oil,Grocery,North,46,109,3,150,6900,Winter
01-12-2022,P004,Cotton Shirt,Clothing,East,20,76,5,800,16000,Winter
01-12-2022,P005,Denim Jeans,Clothing,South,5,59,8,1200,6000,Winter
01-12-2022,P006,Winter Jacket,Clothing,South,31,83,5,2500,77500,Winter
01-12-2022,P007,Lipstick,Cosmetics,East,3,89,7,500,1500,Winter
01-12-2022,P008,Face Cream,Cosmetics,West,3,63,10,700,2100,Winter
01-12-2022,P009,Perfume,Cosmetics,West,4,103,9,1500,6000,Winter
02-12-2022,P001,Basmati Rice,Grocery,South,52,113,4,60,3120,Winter
02-12-2022,P002,Wheat Flour,Grocery,West,58,100,3,40,2320,Winter
02-12-2022,P003,Cooking Oil,Grocery,North,57,112,4,150,8550,Winter
02-12-2022,P004,Cotton Shirt,Clothing,North,12,99,8,800,9600,Winter
02-12-2022,P005,Denim Jeans,Clothing,South,12,88,9,1200,14400,Winter
02-12-2022,P006,Winter Jacket,Clothing,North,28,87,8,2500,70000,Winter
02-12-2022,P007,Lipstick,Cosmetics,West,11,51,10,500,5500,Winter
02-12-2022,P008,Face Cream,Cosmetics,West,9,75,13,700,6300,Winter
02-12-2022,P009,Perfume,Cosmetics,North,10,72,11,1500,15000,Winter
03-12-2022,P001,Basmati Rice,Grocery,West,20,116,3,60,1200,Winter
03-12-2022,P002,Wheat Flour,Grocery,North,42,107,3,40,1680,Winter
03-12-2022,P003,Cooking Oil,Grocery,South,57,140,4,150,8550,Winter
03-12-2022,P004,Cotton Shirt,Clothing,West,9,45,9,800,7200,Winter
03-12-2022,P005,Denim Jeans,Clothing,East,17,105,9,1200,20400,Winter
03-12-2022,P006,Winter Jacket,Clothing,East,38,86,8,2500,95000,Winter
03-12-2022,P007,Lipstick,Cosmetics,East,13,87,7,500,6500,Winter
03-12-2022,P008,Face Cream,Cosmetics,North,6,56,9,700,4200,Winter
03-12-2022,P009,Perfume,Cosmetics,South,11,41,9,1500,16500,Winter
04-12-2022,P001,Basmati Rice,Grocery,South,38,114,4,60,2280,Winter
04-12-2022,P002,Wheat Flour,Grocery,North,35,134,2,40,1400,Winter
04-12-2022,P003,Cooking Oil,Grocery,West,38,120,4,150,5700,Winter
04-12-2022,P004,Cotton Shirt,Clothing,West,14,49,6,800,11200,Winter
04-12-2022,P005,Denim Jeans,Clothing,North,20,82,8,1200,24000,Winter
04-12-2022,P006,Winter Jacket,Clothing,West,51,149,9,2500,127500,Winter
04-12-2022,P007,Lipstick,Cosmetics,North,3,99,10,500,1500,Winter
04-12-2022,P008,Face Cream,Cosmetics,South,3,83,7,700,2100,Winter
04-12-2022,P009,Perfume,Cosmetics,East,7,84,10,1500,10500,Winter
05-12-2022,P001,Basmati Rice,Grocery,West,32,99,4,60,1920,Winter
05-12-2022,P002,Wheat Flour,Grocery,North,35,93,3,40,1400,Winter
05-12-2022,P003,Cooking Oil,Grocery,South,22,83,2,150,3300,Winter
05-12-2022,P004,Cotton Shirt,Clothing,East,11,76,5,800,8800,Winter
05-12-2022,P005,Denim Jeans,Clothing,South,23,71,9,1200,27600,Winter
05-12-2022,P006,Winter Jacket,Clothing,North,40,76,6,2500,100000,Winter
05-12-2022,P007,Lipstick,Cosmetics,South,8,72,11,500,4000,Winter
05-12-2022,P008,Face Cream,Cosmetics,North,5,71,9,700,3500,Winter
05-12-2022,P009,Perfume,Cosmetics,South,14,54,10,1500,21000,Winter
06-12-2022,P001,Basmati Rice,Grocery,West,47,109,4,60,2820,Winter
06-12-2022,P002,Wheat Flour,Grocery,South,48,129,4,40,1920,Winter
06-12-2022,P003,Cooking Oil,Grocery,South,49,112,2,150,7350,Winter
06-12-2022,P004,Cotton Shirt,Clothing,South,5,103,9,800,4000,Winter
06-12-2022,P005,Denim Jeans,Clothing,West,10,79,6,1200,12000,Winter
06-12-2022,P006,Winter Jacket,Clothing,East,53,117,5,2500,132500,Winter
06-12-2022,P007,Lipstick,Cosmetics,East,3,82,11,500,1500,Winter
06-12-2022,P008,Face Cream,Cosmetics,South,12,67,12,700,8400,Winter
06-12-2022,P009,Perfume,Cosmetics,West,11,64,12,1500,16500,Winter
07-12-2022,P001,Basmati Rice,Grocery,North,22,120,4,60,1320,Winter
07-12-2022,P002,Wheat Flour,Grocery,East,58,104,2,40,2320,Winter
07-12-2022,P003,Cooking Oil,Grocery,South,37,132,2,150,5550,Winter
07-12-2022,P004,Cotton Shirt,Clothing,North,24,55,6,800,19200,Winter
07-12-2022,P005,Denim Jeans,Clothing,East,8,70,8,1200,9600,Winter
07-12-2022,P006,Winter Jacket,Clothing,South,48,104,7,2500,120000,Winter
07-12-2022,P007,Lipstick,Cosmetics,South,5,103,7,500,2500,Winter
07-12-2022,P008,Face Cream,Cosmetics,East,10,63,7,700,7000,Winter
07-12-2022,P009,Perfume,Cosmetics,West,11,67,10,1500,16500,Winter
08-12-2022,P001,Basmati Rice,Grocery,North,38,83,4,60,2280,Winter
08-12-2022,P002,Wheat Flour,Grocery,South,53,137,2,40,2120,Winter
08-12-2022,P003,Cooking Oil,Grocery,East,51,101,4,150,7650,Winter
08-12-2022,P004,Cotton Shirt,Clothing,North,5,76,9,800,4000,Winter
08-12-2022,P005,Denim Jeans,Clothing,North,18,109,7,1200,21600,Winter
08-12-2022,P006,Winter Jacket,Clothing,North,42,125,8,2500,105000,Winter
08-12-2022,P007,Lipstick,Cosmetics,East,13,100,9,500,6500,Winter
08-12-2022,P008,Face Cream,Cosmetics,East,7,106,12,700,4900,Winter
08-12-2022,P009,Perfume,Cosmetics,West,11,42,10,1500,16500,Winter
09-12-2022,P001,Basmati Rice,Grocery,West,41,126,2,60,2460,Winter
09-12-2022,P002,Wheat Flour,Grocery,West,49,140,3,40,1960,Winter
09-12-2022,P003,Cooking Oil,Grocery,West,34,124,2,150,5100,Winter
09-12-2022,P004,Cotton Shirt,Clothing,West,24,91,9,800,19200,Winter
09-12-2022,P005,Denim Jeans,Clothing,East,9,106,6,1200,10800,Winter
09-12-2022,P006,Winter Jacket,Clothing,South,46,123,7,2500,115000,Winter
09-12-2022,P007,Lipstick,Cosmetics,North,6,102,9,500,3000,Winter
09-12-2022,P008,Face Cream,Cosmetics,West,3,75,9,700,2100,Winter
09-12-2022,P009,Perfume,Cosmetics,North,4,96,10,1500,6000,Winter
10-12-2022,P001,Basmati Rice,Grocery,East,22,110,2,60,1320,Winter
10-12-2022,P002,Wheat Flour,Grocery,West,40,113,2,40,1600,Winter
10-12-2022,P003,Cooking Oil,Grocery,North,52,105,2,150,7800,Winter
10-12-2022,P004,Cotton Shirt,Clothing,North,23,88,9,800,18400,Winter
10-12-2022,P005,Denim Jeans,Clothing,South,9,78,7,1200,10800,Winter
10-12-2022,P006,Winter Jacket,Clothing,South,36,127,6,2500,90000,Winter
10-12-2022,P007,Lipstick,Cosmetics,East,8,96,12,500,4000,Winter
10-12-2022,P008,Face Cream,Cosmetics,West,14,61,10,700,9800,Winter
10-12-2022,P009,Perfume,Cosmetics,North,6,40,7,1500,9000,Winter
11-12-2022,P001,Basmati Rice,Grocery,East,54,146,2,60,3240,Winter
11-12-2022,P002,Wheat Flour,Grocery,West,59,123,3,40,2360,Winter
11-12-2022,P003,Cooking Oil,Grocery,North,32,117,3,150,4800,Winter
11-12-2022,P004,Cotton Shirt,Clothing,West,17,69,9,800,13600,Winter
11-12-2022,P005,Denim Jeans,Clothing,West,17,84,9,1200,20400,Winter
11-12-2022,P006,Winter Jacket,Clothing,North,27,95,8,2500,67500,Winter
11-12-2022,P007,Lipstick,Cosmetics,West,6,75,13,500,3000,Winter
11-12-2022,P008,Face Cream,Cosmetics,West,12,57,12,700,8400,Winter
11-12-2022,P009,Perfume,Cosmetics,North,8,84,11,1500,12000,Winter
12-12-2022,P001,Basmati Rice,Grocery,North,48,105,4,60,2880,Winter
12-12-2022,P002,Wheat Flour,Grocery,West,50,90,3,40,2000,Winter
12-12-2022,P003,Cooking Oil,Grocery,East,32,115,4,150,4800,Winter
12-12-2022,P004,Cotton Shirt,Clothing,West,7,77,9,800,5600,Winter
12-12-2022,P005,Denim Jeans,Clothing,North,7,86,6,1200,8400,Winter
12-12-2022,P006,Winter Jacket,Clothing,West,31,111,8,2500,77500,Winter
12-12-2022,P007,Lipstick,Cosmetics,North,4,62,13,500,2000,Winter
12-12-2022,P008,Face Cream,Cosmetics,West,8,67,10,700,5600,Winter
12-12-2022,P009,Perfume,Cosmetics,East,3,44,10,1500,4500,Winter
13-12-2022,P001,Basmati Rice,Grocery,East,48,90,3,60,2880,Winter
13-12-2022,P002,Wheat Flour,Grocery,South,26,63,4,40,1040,Winter
13-12-2022,P003,Cooking Oil,Grocery,East,49,146,4,150,7350,Winter
13-12-2022,P004,Cotton Shirt,Clothing,East,22,112,8,800,17600,Winter
13-12-2022,P005,Denim Jeans,Clothing,East,11,64,9,1200,13200,Winter
13-12-2022,P006,Winter Jacket,Clothing,South,28,99,9,2500,70000,Winter
13-12-2022,P007,Lipstick,Cosmetics,North,8,104,9,500,4000,Winter
13-12-2022,P008,Face Cream,Cosmetics,North,13,81,10,700,9100,Winter
13-12-2022,P009,Perfume,Cosmetics,North,13,108,9,1500,19500,Winter
14-12-2022,P001,Basmati Rice,Grocery,West,32,129,3,60,1920,Winter
14-12-2022,P002,Wheat Flour,Grocery,North,43,102,3,40,1720,Winter
14-12-2022,P003,Cooking Oil,Grocery,East,46,109,3,150,6900,Winter
14-12-2022,P004,Cotton Shirt,Clothing,East,14,109,6,800,11200,Winter
14-12-2022,P005,Denim Jeans,Clothing,North,8,87,7,1200,9600,Winter
14-12-2022,P006,Winter Jacket,Clothing,South,31,122,9,2500,77500,Winter
14-12-2022,P007,Lipstick,Cosmetics,East,5,78,11,500,2500,Winter
14-12-2022,P008,Face Cream,Cosmetics,North,8,81,10,700,5600,Winter
14-12-2022,P009,Perfume,Cosmetics,North,3,70,7,1500,4500,Winter
15-12-2022,P001,Basmati Rice,Grocery,East,30,125,3,60,1800,Winter
15-12-2022,P002,Wheat Flour,Grocery,West,43,81,4,40,1720,Winter
15-12-2022,P003,Cooking Oil,Grocery,South,44,95,4,150,6600,Winter
15-12-2022,P004,Cotton Shirt,Clothing,West,23,97,7,800,18400,Winter
15-12-2022,P005,Denim Jeans,Clothing,West,17,47,9,1200,20400,Winter
15-12-2022,P006,Winter Jacket,Clothing,West,40,106,7,2500,100000,Winter
15-12-2022,P007,Lipstick,Cosmetics,East,10,81,10,500,5000,Winter
15-12-2022,P008,Face Cream,Cosmetics,North,14,44,11,700,9800,Winter
15-12-2022,P009,Perfume,Cosmetics,East,11,78,8,1500,16500,Winter
16-12-2022,P001,Basmati Rice,Grocery,South,45,111,4,60,2700,Winter
16-12-2022,P002,Wheat Flour,Grocery,South,20,71,4,40,800,Winter
16-12-2022,P003,Cooking Oil,Grocery,West,53,152,4,150,7950,Winter
16-12-2022,P004,Cotton Shirt,Clothing,East,24,66,8,800,19200,Winter
16-12-2022,P005,Denim Jeans,Clothing,West,8,97,8,1200,9600,Winter
16-12-2022,P006,Winter Jacket,Clothing,West,24,65,5,2500,60000,Winter
16-12-2022,P007,Lipstick,Cosmetics,South,5,63,10,500,2500,Winter
16-12-2022,P008,Face Cream,Cosmetics,West,7,96,13,700,4900,Winter
16-12-2022,P009,Perfume,Cosmetics,West,11,69,8,1500,16500,Winter
17-12-2022,P001,Basmati Rice,Grocery,East,41,114,2,60,2460,Winter
17-12-2022,P002,Wheat Flour,Grocery,East,54,96,3,40,2160,Winter
17-12-2022,P003,Cooking Oil,Grocery,North,59,116,4,150,8850,Winter
17-12-2022,P004,Cotton Shirt,Clothing,East,24,106,9,800,19200,Winter
17-12-2022,P005,Denim Jeans,Clothing,North,13,76,5,1200,15600,Winter
17-12-2022,P006,Winter Jacket,Clothing,West,40,73,5,2500,100000,Winter
17-12-2022,P007,Lipstick,Cosmetics,East,3,39,9,500,1500,Winter
17-12-2022,P008,Face Cream,Cosmetics,South,4,62,11,700,2800,Winter
17-12-2022,P009,Perfume,Cosmetics,North,14,96,11,1500,21000,Winter
18-12-2022,P001,Basmati Rice,Grocery,West,42,140,3,60,2520,Winter
18-12-2022,P002,Wheat Flour,Grocery,West,27,123,2,40,1080,Winter
18-12-2022,P003,Cooking Oil,Grocery,East,23,69,2,150,3450,Winter
18-12-2022,P004,Cotton Shirt,Clothing,South,17,91,5,800,13600,Winter
18-12-2022,P005,Denim Jeans,Clothing,South,24,81,5,1200,28800,Winter
18-12-2022,P006,Winter Jacket,Clothing,North,37,99,8,2500,92500,Winter
18-12-2022,P007,Lipstick,Cosmetics,East,3,99,8,500,1500,Winter
18-12-2022,P008,Face Cream,Cosmetics,South,5,66,9,700,3500,Winter
18-12-2022,P009,Perfume,Cosmetics,West,4,88,8,1500,6000,Winter
19-12-2022,P001,Basmati Rice,Grocery,West,53,88,3,60,3180,Winter
19-12-2022,P002,Wheat Flour,Grocery,South,58,97,4,40,2320,Winter
19-12-2022,P003,Cooking Oil,Grocery,North,38,124,4,150,5700,Winter
19-12-2022,P004,Cotton Shirt,Clothing,North,20,101,8,800,16000,Winter
19-12-2022,P005,Denim Jeans,Clothing,West,11,83,9,1200,13200,Winter
19-12-2022,P006,Winter Jacket,Clothing,West,52,94,6,2500,130000,Winter
19-12-2022,P007,Lipstick,Cosmetics,East,9,90,12,500,4500,Winter
19-12-2022,P008,Face Cream,Cosmetics,East,14,54,9,700,9800,Winter
19-12-2022,P009,Perfume,Cosmetics,West,9,85,7,1500,13500,Winter
20-12-2022,P001,Basmati Rice,Grocery,North,54,138,3,60,3240,Winter
20-12-2022,P002,Wheat Flour,Grocery,East,24,76,4,40,960,Winter
20-12-2022,P003,Cooking Oil,Grocery,East,30,88,3,150,4500,Winter
20-12-2022,P004,Cotton Shirt,Clothing,West,14,109,8,800,11200,Winter
20-12-2022,P005,Denim Jeans,Clothing,West,11,43,5,1200,13200,Winter
20-12-2022,P006,Winter Jacket,Clothing,South,56,123,6,2500,140000,Winter
20-12-2022,P007,Lipstick,Cosmetics,North,6,66,8,500,3000,Winter
20-12-2022,P008,Face Cream,Cosmetics,North,12,59,9,700,8400,Winter
20-12-2022,P009,Perfume,Cosmetics,South,8,40,13,1500,12000,Winter
21-12-2022,P001,Basmati Rice,Grocery,North,38,115,4,60,2280,Winter
21-12-2022,P002,Wheat Flour,Grocery,South,39,93,4,40,1560,Winter
21-12-2022,P003,Cooking Oil,Grocery,West,29,77,3,150,4350,Winter
21-12-2022,P004,Cotton Shirt,Clothing,South,16,51,9,800,12800,Winter
21-12-2022,P005,Denim Jeans,Clothing,South,11,105,7,1200,13200,Winter
21-12-2022,P006,Winter Jacket,Clothing,East,42,132,5,2500,105000,Winter
21-12-2022,P007,Lipstick,Cosmetics,East,8,70,10,500,4000,Winter
21-12-2022,P008,Face Cream,Cosmetics,West,3,97,11,700,2100,Winter
21-12-2022,P009,Perfume,Cosmetics,North,13,70,7,1500,19500,Winter
22-12-2022,P001,Basmati Rice,Grocery,East,22,109,3,60,1320,Winter
22-12-2022,P002,Wheat Flour,Grocery,West,56,138,4,40,2240,Winter
22-12-2022,P003,Cooking Oil,Grocery,West,27,58,2,150,4050,Winter
22-12-2022,P004,Cotton Shirt,Clothing,East,13,104,6,800,10400,Winter
22-12-2022,P005,Denim Jeans,Clothing,West,20,54,6,1200,24000,Winter
22-12-2022,P006,Winter Jacket,Clothing,West,55,147,9,2500,137500,Winter
